23014,3075
30146,1097
46516,196
36735,681,1575,1618,2472,2950,12049
12377,1302
22486,1077
32018,1016
13251,562
30449,10
15886,1979,2614
33125,256,346,660,867,3005
56025,742
9670,1537
37017,13376
32759,351
10580,149
19831,225
47870,228,320,564,867,1648,14022
7692,21782,28331
19912,922
45405,223
12078,618,2470
30568,193,257,591,860
10018,1323
2307,36468
15543,1386,2365
31466,2068
33686,633
42721,754
31862,635
50829,2789
23678,1704
46264,1927
19820,1516
11220,1972
23786,732,882,953,1632,1680,1730,10234
25214,414,723,768
35800,2127
44569,214
26105,137
45991,699
45164,2027
12207,248
29034,1592,2453
16786,134
38849,1335
18122,351
11974,648
50423,2633
53455,1752
30496,1734,2427,2642
11187,149
10137,1623
17785,238,1877,2264,8637,18084
41166,732,953,1632,1730,10234
41595,1085
31493,95
31330,215
24318,218,1479,1480,1510,9013,15753
14014,346
25920,2365
43391,652
631,22861
35066,768
787,149,530,542,787,2108,2789,3319,9866,9928,11798,11912,13042,13541,13570,13577,13669,13700,13799,14276,14573,14861,16046,18447,19501,19519,20204,22510,22973,23574,24044,24701,25213,25334,25562,26015,26542,26820,26975,26977,26980,27022,27046,27198,27230,27264,27328,27345,27474,27542,27596,27687,27710,27825,27837,27867,27958,28029,28036,28039,28123,28235,28417,28674,28710,28820,28865,28999,29018,29026,29064,29231,29236,29269,29408,29438,29447,29473,29514,29634,30392,32155,32629,32872,34172,34889,40723,41894,42834,46698,48576
10768,180
24026,346
36474,1400
27438,351,1059,2809
24260,1159
52777,138
24356,380
50407,290
5438,48084,49543
17709,35,90,173,243,973,1414,1528
44361,1020
45229,1133
36128,1332
41140,1359
22235,1792,3352,11764
47184,180
15554,2423
14164,59,485,697,707,1193,2900
37327,415
40820,628,14612
49861,587
54759,873
42491,581
1825,15075,24919,34123,36791
14865,2357
12423,737
13507,1633
25054,216,712,1276,2008,2261
25667,3185
46279,197
22824,1723
54380,1692
40480,618
29252,3239
50667,1633
18645,1480
14487,677
14654,1178
32399,1704
30821,196
16139,2486
53338,584
10924,1573
53644,660
38366,1505
15686,13658
38841,10136
37284,1727
15466,300
40523,726
10384,180
20673,373
37790,958,1562,4246
42648,14453
35183,1003
9601,1585
29560,10
43726,1633
48297,172
15714,1910
31668,934,935,1136,1627,1690
22639,1882
50382,1722
28310,10,1853
35097,1494
47948,18
34319,1878
18304,141
45980,196
34450,383
24648,860
32997,131
14700,726
28035,905
21597,13460,21597
30410,1049
35525,2018
48868,2664
47973,2543
54021,40
1397,13874,15571,25805,28772,31502,35192,36177,36332,43666,55346
45968,1410
35323,849
31282,1588
54706,309
56748,2220
56940,194
5742,50070
26471,21,12813
44266,1258
53950,12632
15046,1529
17521,418
16540,898,1103,1292,2081,2391
38142,1499
1496,9887,11798,13399,30574,48786,52404
5182,12586
41744,1478
28178,1616
27645,431
50803,6519
12878,59,196,282,388,768,1180,1304,1723,2021,2340,3104,8525
44846,527,1419,1853
50113,1619
13550,456
51440,1757
30360,15008
38560,1400
29528,1235
50517,827
12809,1705
27977,1516
38162,503
37439,180,1723,2349
37176,1368
28196,2013
36946,148,979
9975,1698
36807,1779
24640,1668
23768,3169
49399,481
21399,779
27849,1219
30735,1648
31697,995
41386,8661
12007,489,1735
11587,2261
50342,546
11413,1297
21353,1018
54032,1637
15718,686
20549,896
49045,1923
19842,1883
30009,415
12009,419
10986,57,201,8708
45458,918
16942,1800
49737,484
19116,395
18627,732,953,1730,10234
26969,158
11107,390,1623,1793,1869,1899,2365,2566,13413
21720,791
43340,35
17099,225
21012,1906
42325,1,8,55,228,290,320,564,655,867,1114,1648,14022,14023
11167,17,21,35,38,43,46,51,79,83,107,161,173,194,252,259,262,269,293,313,323,365,396,426,470,537,580,581,584,639,677,678,682,712,713,754,767,768,777,779,789,799,844,867,917,993,1012,1023,1031,1045,1061,1128,1140,1142,1144,1215,1236,1237,1308,1309,1393,1583,1585,1614,1664,1694,1835,2007,2049,2264,2319,2491,2964,3338,3348,3351,3353,3385,3587,8708,10821,11493,12813,14135,14236,14438,18084
31358,3008
33259,1812
10180,203,881,1580
24893,3259
19978,768
23595,959,2398,2978,19343
37075,3035
54562,4426
11033,1364,1904
16339,1236
22808,40,418,481,658,1673,1750
26974,746
22510,787
17633,1739,3234
23315,1870
25267,1814,1911
46411,47266
30775,737
25333,257
53833,269
52342,14563
30342,86
12919,1295,1755,1763,1806
39213,1315
51383,8818
30784,138
44060,2563
464,1676,9793,10168,10226,10537,10658,11300,11325,12399,12504,13404,13956,14467,14479,16084,16856,16893,17070,18867,20600,20666,20766,20934,21259,21476,21645,21905,22430,22503,22876,30808,38576,38606,39487,39776,40341,43506,43632,48301,48918,50348,51350,51679,54770
16982,795
25313,218
37675,120
39024,974
16205,470
31831,619
2684,17387,28613,29591,42894,43268,43616,43746
12555,225
34326,367
33118,1117
24138,10755
35615,2762
51961,111,117,135,2032
18328,1387
20295,8,214,250,873,1841
990,38402,48984
24235,737
38887,1306
10889,1752
13394,23,104,209,367,843,957,1266,1309
21230,1353,3026
27359,762
468,156,468,9657,9763,11230,11821,12480,12733,13163,14343,26943,48639
48224,432
15136,130
37655,13443
8916,1335,46074
9931,758,1590
37709,190
40495,1046
29472,581
35796,1586
56364,1066
31321,258
48303,561,1648,9955
44949,1767
26837,43
50751,290
33022,1883
12249,918,1748
13787,962
17482,10748
21469,806
45382,2438
17325,180,194,242,867,1531,13376
27799,10821
28064,294
32902,7041
33981,658
36283,1558
17431,345
27245,1619
54092,2218
36063,1623
26642,1077
31745,4414
18100,587
24323,1700
15927,56
25179,611
21122,809
13329,172
14069,418,758,1645,1675,14181
43791,269
42930,1922
47955,1763
10519,1465
11783,1318,13778
19903,872,1023,2272,14681
32430,225
11835,290
1775,36172
16160,1262
17286,1649
24332,1211
29388,1762
16977,983
24374,2856
22187,312
35857,808
54133,431
11934,930,3026
39893,3736
24936,1768
36234,1231
33103,916
35657,334
10470,732,953,1632,1730,1853,2563,10234
49067,32
50492,1965
49917,726
954,461,954,10648,11385,11776,12856,12881,14051,14507,21907,24253,29431,29971,32216,43872,45973,46799,47093,48443,51445,53688
16180,108
20822,1814
24189,3185
48855,2277
53851,2992
19963,1172
54520,260
12106,468
31404,363,935,1191,1716,1933
52735,1063
12126,489
21454,104
11853,10530
33691,552
56737,1673
21562,383,2829
26617,286
52733,13095
9856,257
16599,694
11512,1255
12506,1018
38049,1765
24213,1977
22617,341,14023
2189,55975
39705,1077
38670,643,845
48666,1230
24291,1715
28819,973
48750,1997
27881,2368
45113,1709
18780,397,403,575,1078,1087,1091,1104,1111,1268,1298,1299,1616,1742,1987,2792,3352,12313
24824,3290
1515,9798,16561,19585,35179,46466,46720,48435,48681,49521
18582,97
22341,1026
43968,434,1926
26734,438,441
1632,732,953,1632,1730,9809,10170,10234,10470,10628,10829,11670,11798,12127,12338,12387,12483,13448,13498,13638,13874,14060,14076,14598,14603,15022,15557,16608,16832,17562,18093,18136,18627,18711,19034,20398,21169,21674,22157,22543,22580,23786,23846,23938,24102,24477,24487,24627,24931,24969,25312,25586,25842,25846,26664,26669,26697,26840,27058,27068,27076,28444,28757,29142,29831,29912,30937,33064,33275,34331,35324,36101,36249,36565,37000,37674,38372,38424,38592,38639,39517,39644,39809,40417,40503,41035,41066,41166,41331,42357,44029,44532,44660,44897,45833,47135,47266,48411,49748,50982,51150,51630
38098,579
45209,1701
9676,14706
37608,2599
42183,1292
49991,1273
19530,2630
29737,760
23872,737
37343,674
15558,1915
39752,1090,1903
42015,9
50076,218
28943,97
54917,1965
12814,46,14236
44615,214
12997,815
16212,120
23601,837
32919,1778
48219,1015
24008,1350
36212,608,1869,4980
26099,347
25865,1275,1684
29559,574
23982,1350
14249,689,8696,8697,8702
10351,438
24228,1662
38247,2593
36661,1762
37042,1363
25418,2385
10209,397,1215,3765,9470,12716
18166,1297
19954,258
27243,579
47562,829
22635,1572
24730,1122
23546,104
33266,459
38490,1829
53619,186
41780,1151
25205,272,1085
38652,1,14093
53503,1410
21324,121
41421,738
30890,2267
16472,46
10795,1096
14447,130
19930,1262,2211
57174,1936
16096,546
54126,39,113,146,147,161,198,494,2876,3120
22767,2337
30645,97
34658,867
53633,407
48200,1578
32720,1139
50005,33
27067,574
27528,423
10290,604
34317,2489
26990,1350
21931,19852,29972,30187,30671,30948,30951,31492,31638,31819,32255,32265
32737,756
46893,492,683
17000,57,201,1236,8708
17932,260,2603,16604,31838
31581,265,13682
39859,8361,18780,23774,39859
52649,290
15318,110,288,1762
20903,1031
45889,1301
13796,1182
14689,108,148,164,306,387,503,598,600,639,652,723,747,766,785,835,876,917,1059,1079,1149,1488,1500,1763,1955,2226,2569,2876,3322,3419,8642
26820,613
27629,748,1815,3158
55570,283
20172,50,93,180,290,807,1067
22660,180
38047,1315
24491,12732
30791,471
48424,1,6,8,55,173,228,320,564,867,1648,14022
27539,45
53819,28
1975,180,10428
14229,974
14300,1748
26792,407
51288,2053
21748,1919
15259,12732
1827,1827,13213,14602,14888,14921,22220,22674,22890,25938,26073,26363,35543,44038,47491,48799,49212,50723,52350
20578,346
15231,203,881,1564,13413
34605,99
56212,1623
50377,108
44576,723
24583,1085
2749,50084
14113,9747,14322,17307,37053,51804,51805,52835,54364
54418,500
39817,2289
52621,1118
26097,258,388,1889,3322
34661,137
40899,1400
42707,515
20783,571
43595,768
10304,283
17048,581
18199,699
26833,1069
9647,407
55174,28,214
33859,1460
32588,1736
21902,101
21658,1623
56915,257
48479,1276
1641,409,1325,12005,12444,13822,15036,21729,23471,26838,27185,27212,27233,27237,27442,27669,27745,27946,28056,28059,28252,28423,28618,28631,28679,28960,29021,29076,29206,29520,39546,41360,44197,45128,46051,48876,50730,50762
21032,817
46222,1696
18816,15540
28646,295
24015,9
37002,914,1136
49186,12732
13561,1311
31031,4326
28569,28
47898,40
21492,907
24585,2342
23852,299
2811,37177
39040,658
16546,475
3322,148,306,1889,3322,9867,11232,11798,12338,12586,12732,14316,14324,14603,15116,15889,17674,19203,19777,28358,31291,31965,33668,36878,38205,38301,38554,38699,39425,39453,39553,39769,40141,40172,40191,40346,40362,40727,40809,41312,41406,41435,41853,42055,42133,42278,42376,42596,43114,43721,43757,43810,44049,46048,46197,46286,46289,46320,46383,46428,46449,46693,46717,46830,46937,46970,47364,48268,48282,48546,48613,48878,49056,49177,49186,49288,49739,50184,50352,50845,51065,51701,52008,52090,52136,52209,52505,52615,52837,52914,53027,53057,53123,53196,53200,53201,53256,53291
34687,1447
51798,960,1020
17864,2427
17800,787,1031
21139,2218
17101,881
11840,290
30641,499
23140,1966,3268
42503,14682
23788,1636
38340,955
23238,1520
43821,726
41915,8719
15415,968
45948,535
40844,228
44918,12848
16887,287,11763
32971,1531
45287,1559
54153,24
37259,108,120,432
453,1335
1579,12879,24796,26639,26644,26939,29455,36460
28714,1335
5304,13998
37356,1150
12098,331,943,971
2415,826,16531,17240,25504,26217,28312,29100
21137,2357
26446,13754
46392,281
37554,1410
45182,2087
9599,559
21795,1051,1277
52368,1965
53475,10
12052,662
12520,1576
15240,1984
41951,1077
29337,1753
56258,1592
51677,180
53792,1350
16256,647
52360,546,917
19307,228
17640,1728
26385,341,14023
43531,1941
51240,1082
48811,97
37875,44
1807,10984,49865
41715,42035,43011
44286,867
27894,655
41852,899
21582,592
44165,247
25683,1312,3190
46107,40,658,1761
13608,501
39079,1388
34869,2365
10014,1,35,56,257,922,972,1262,13965
49557,180,1933
26615,425
34360,13658
14368,1119,12733
38551,648,1623,2385
16313,1701
46985,2483
26987,1350
27238,218
28523,2618
10296,218
26620,3141
53099,9474
50948,87
34771,2290,2480
51875,1297
40345,1865
23836,515
52016,9630,11798
47890,40
19226,560
35990,235
38355,1882
40875,1325
43047,4061
32283,1016
29696,407
16366,2528
22532,1090
38922,352
26541,11516
41337,59
45353,826
37732,1459
30205,381
48714,726
25801,726
32517,608
56593,913,2244
44011,1815
52261,1236
13271,716,805,824
44712,1480,12632
50733,791
20965,232
48411,1632,10234
13750,1588
17150,2456
22330,983
24828,1072
23474,1217
27823,1918
24965,1315
510,510,14349,54279
2363,23955,46450,50785
27360,960
45735,329
43931,881
38753,2073
40392,381
41689,1692
26486,186
54818,1505
16775,10821
23492,8
14283,432
40095,1825
47234,368
13772,118
13424,106
33518,413
19895,929
38827,2151
41412,902
19154,56,344,403,438,455,557,772,1051,1351,1636,2077,2085,2115,2187,2240,2296,2453
26183,1088
48235,1325
44008,262
35381,10821
47975,243
32845,1662
53611,417
39297,168
26644,1579
18988,358,1494
40851,729
30702,1758
48996,1262
57105,635
42448,135,1114
4684,14499,55879
32904,2699
16968,1085
46363,1085
14623,962,5476
17350,1726
29937,1350
25506,773
38935,2553
12498,24,230,598,1609,1701
54281,1219
56676,1371
33912,1302
31495,102
32719,33
26684,508
39019,1633
54588,1302
46000,901
1676,36992
48417,34122
30500,697
24693,346
2620,29020,39686
27348,11645
41393,51,14135
22059,831,1951,1984
11239,1316
28736,1955,26747
48693,1490
10881,106
25900,1012
34159,835
27751,2455
38968,2617
15187,144,196,384,618,14706
22440,1047,1150
39671,1134
46044,1767
1171,12042
41957,1122
49227,499
17688,97
55897,100
12821,463,3199
10177,1134
1571,12581,39367,49360,50737
2220,1335
48910,354
43720,179
56263,290
13529,13376
41212,2190
46974,341,957,14023
24464,1413
534,274,298,11233,11914,14102,14199,15305,54565,55053
50188,882
29249,138
32632,1763
44439,76
55453,180
31899,2870
50483,1965
16159,862
14423,617,1302,1476,1916,13536
28628,105
42039,568,1227
47586,1262
21713,1796
13200,181,346,429,860,1586,2385
49953,649
20532,438
13662,1704
22042,1110
25638,655,1212
38768,1613
53598,595
38216,660
45744,3136
37527,1982
56434,1302
52133,1232
49922,726
55237,1277,11602
14661,1403
10410,922
27272,2118
43818,2710
26879,2347
17420,293,400,843,2112,2141,2353
48486,561,594
42048,13443
57035,1410
35363,11516
24435,1779
52737,13,257,265,542,10530,13682
53161,6,204,228,274,652,713,880,1080,1268,1315,1753,1819,1861,1910,2011,2478,2781,2874,3035,11387,12632
1771,38290,47752
14838,2210
49461,1613
21650,1187
16456,713
16270,1599
19828,268,299,679,3412
136,32934
23388,653
39673,703
54797,1266
18191,1119,12733
45245,366
44549,279
20857,40
29436,3435
57163,97
1573,141,699,2858,11601,14426,15286,17642,18143,18290,18632,20178,20586,21978,30855,32628,33931,34211,34496,34613,35644,37082,39758,41966,43419,45606,46440,47124
54236,1122
27362,737
23166,1686
30577,1270,2603
32067,899
52759,1351
38058,756
42914,581
40536,69
26899,13443
55806,40
10124,608
16966,8463
36397,263
27119,1139
11419,1267
50306,6
31958,2013
10748,228,340,709,997,1321,1551,1706,40687
32238,9955
43168,890
15297,1215
11053,455,1084,1126
9654,660
25973,873
15963,1363
17017,2138
46567,1735
29535,8
46657,1315
40079,1260
19222,934
30795,1965
22682,1723
56449,1648
18964,649
11884,106
18043,899
43580,1043
27579,198
20938,257,2010,2884
43539,546
46231,13443
35488,697
1872,673,10552,14535,23514,47480
29339,1243
41395,19054
12476,430
39532,1037
56975,1403
44769,180
11385,954,1740,1755,1768,8718
50236,2538
14456,306
25982,8,633,729,867,3283,3289
35532,363
39561,997,1172,1830,17558
10249,1829
46729,768
45061,694,1747,1932,2439,8903,12299,14706
47342,1268
8233,46015
55277,28
24398,387
30311,40
51189,14
44824,721
31994,138
26835,626
56832,341,14023
11808,1793
11828,1150
53925,1494
56180,124
20525,929
29948,1350
31121,1933
44866,579
36250,76,1633
21973,2010
46853,208
536,12927,14197,22331,22910,36326
18647,1187
38368,1684,1841
16207,1087
20129,225
36171,5404
51963,1031
31365,1611
15587,413,869,1588,2008,10461,19054
17752,294
19219,707
25184,218
41014,3216
32555,1350
27353,380
16245,1701
54122,2168
4370,22929,24272,49345
20859,40
10021,6,23,95,97,117,121,130,138,228,235,283,346,368,416,432,451,456,481,488,535,561,568,574,655,660,662,666,677,742,744,750,761,806,890,937,939,946,1013,1038,1039,1059,1126,1149,1175,1200,1217,1227,1236,1273,1276,1296,1309,1333,1383,1393,1400,1410,1477,1492,1494,1505,1570,1672,1686,1701,1704,1745,1753,1860,1883,1931,1967,2145,2183,2231,2357,2482,3145,3222,4362,7299,8708,13188,17633,19568
25388,1321
44086,374,729,1904,1910,2231,19568
22495,1861
12397,1933
38917,962
25487,1492
26646,10
40613,934
1757,11168
22925,1119,12733
15114,2154
22048,535,679,916
33123,381
41180,216
32078,1187,1410
44372,535
36814,346
22260,737
40174,907
10726,468,1625
23605,1762
40675,9
19251,130
51419,373
1856,12037,12616,27228,37639,37699,37954,37967,38023,38311,38345,38494,38520,39452,39458,39683,39724,39727,39953,40286,40319,40515,40765,40964,41577
54454,1691
52418,1018
22431,2127
52634,1494
13622,974
31653,3322
51725,595
1997,12299,14217,17478,19958,36329,50639,50792
15349,413,686,1030,1520
36627,3254
12869,1352
25872,1993
36045,370
17114,815
27753,1039
32186,2479
37060,137
16342,1539
37978,1882
35710,1024
12333,889
15936,88,129,138,252,506,649,763,1114,1357,1578,1739,2188,14436
19998,2342
55813,621
23733,3090
38513,1879
38885,2704
45434,1085
11174,1096
25773,1993
56973,1316
10326,1198
39420,3128
11989,1052
23427,1270,1867
22011,139
23755,546,917,1706
45982,341,14023
26219,559
39004,1031
31000,1187
38661,1907
37961,1616
50704,1315
19662,1687
15145,370
18113,1942,1965
42525,415,681
13615,180,1140
2840,21993,26924
40716,554
47492,257
43292,1333
14458,14024,23168,26561,43177,55261
20714,1701
2349,23587
25546,693,709,2233,3347
42080,817,2409
32014,288,875,3257
24468,414
17541,40,196,274,545,891,1151
49498,2472
996,541,758,2059,11095,12771,14047,14179,14252,15016,16964,17030,17939,18152,18220,18229,19118,19182,19397,19427,20584,24701,26026,32860,41162,43270,46968,49944,52501
23843,3260
34559,880,1159,1181,2126,2743
43610,1465
53431,1273
10687,340,2379,3155
28684,1861
26220,1066,2603
44321,480
26989,1350
41247,8727,10597
32528,3133
30458,429
29917,655
45432,1828
33004,1233
11349,742
12920,686,1448
29445,13443
21151,14364
2622,1742,11651,13051,23821,25989,32951,36372,49131
15899,116
27195,1312
22213,13443
26590,2365
17187,290
21412,223
50926,1302
15031,1565
34108,368
41252,390
54160,737
33833,1753
47304,1753
34504,1401
13545,1592,1617
20341,1704
45894,1335
16481,2302
19129,194
14955,35
17105,1767
55767,960
20666,464
17473,279
47117,201,8708
48789,734,1735
10221,2620,9752,9980,10058,10221,11532,12604,13398,13592,13657,13683,14166,14487,15747,16094,17457,17797,19757,20293,23637,29020,31478,31905,32090,32434,33505,33815,34198,34317,34596,36724,38268,39492,42074,42781,45971,52557,52583,53437,53652,55151,55217,55706,55825
40125,10,679,970
18032,2667
50032,187
41988,1350
42943,2105
24462,363
51745,737,781,867,1223,1329,1648,3878,13536
43472,732
22556,1552
45582,570
18906,1357
50012,1347
53086,1993
21362,11986
9678,1588
19392,367
39103,257
20880,97
25025,587,2979,10530,17345
25568,779
15305,274,534,813,3765,12716
36498,1322
56458,737
1050,493,1050,1573,9855,9879,9974,9993,10222,10430,10451,10822,10896,11058,11089,11338,11418,11660,11725,11815,11891,11985,12083,12241,12287,12384,12584,12610,12644,12660,12710,12840,12990,13214,13882,13968,13980,14006,14045,14171,14226,14265,14567,16080,17365,17604,22537,25042,25373,29050,30161,35158,35595,36048,37169,37190,37408,39102,39954,40521,41147,41638,45994,46175,46817,47567,49221,49222
52797,1400
23249,604
45557,3443
24444,106,334,599,1304,1795,2365,8902
30647,345
42318,677
44109,979
29942,1350
26783,407
34467,435
41629,8690
48992,1460
29298,1092
41494,209
273,273,363,15626,48978
20572,768,1266
14180,194,1083
30083,3322
24013,432
12595,16,44,70,158,188,235,361,403,537,538,546,547,584,639,652,709,1045,1087,1167,1217,1236,1393,1446,1632,1677,1763,1780,2030,3081,3147,3330,10234,11602
19538,750,2869
29638,180
17882,1761,2186
26345,418
40213,726
55620,1589
46532,766
46558,8710
53084,545
31682,655,979
16508,1158
18908,1151
16991,1
27160,503
13206,1993
26479,694
27328,787
25766,618
51622,8
34094,470
38131,1450
28413,1315
56436,1302
40255,1758,8361,11136
54614,1212
33419,939
11886,1082
45511,1889
14490,433
45306,713
23993,1350
27915,3346
38683,137,1618
16928,935
17033,132
23953,2203
34911,17520
44837,40
47456,568
49023,1315
39433,880
23403,896
47126,180
52201,1,2,22,12082,14434
34502,1018
44983,2538
25304,258
33374,413
48387,581
23180,689
24509,732,1864
14779,1989
35954,1955
52117,659
29018,787
36184,1031
45173,1410
12881,954
2428,23774
36582,298,3674
38124,1092
33891,2429
43111,1087
22598,2923
49043,2413
39774,121,726
16351,580
56102,1701
51215,40
21766,580
13954,679
29861,1273
51512,9066
36919,529
11839,290
5102,35118
41847,4999
23591,13188
43018,1490
16616,1698
50474,1763
49283,917
13901,1984
38647,1494
43890,1262
1704,1335,1704,1727,1747,10474,11145,12944,13367,13516,13662,13856,15326,15947,16831,17416,17993,18984,19445,19529,19719,19784,20341,20425,21110,21497,22709,22759,23386,23394,23575,23678,24938,25709,26907,29195,29877,30528,31780,32016,32038,32399,32587,32638,33587,34009,35113,46424,47069,50166,51649,56903,57077
714,714
33512,3466
12151,2356
49407,872
11130,882
28105,10530
47412,225
48668,385,479
22170,760
34195,2300
38441,131
16915,1400
48374,395
46514,194
11453,1588
23957,137
19721,1218,11698
9971,1503
44378,2903
13752,527
12724,1572
8707,1335,9760,42659,42966,45010
56753,2937
370,370,11798,13739,14603,15145,15560,21332,22203,24028,25437,26607,26675,27252,29007,29614,37989,42267,43226,44161,44247,52577
32973,658
21335,560
25672,765,845,2503
52984,381
15778,692
47531,187
28013,2356
1087,12075,12090,15154,15634,15730,16827,17531,17569,18292,18735,18780,21106,21115,21940,22052,22104,22329,23611,24340,24820,26482,30685,32829,34385,34587,34806,35170,36324,36727,38357,43251
24358,21,12813
50210,380
38021,438
24352,196
43025,2356
33697,762
34386,193,252
49825,1255
13440,194,658,13376
12977,281
14407,8,9,135,157,179,184,196,214,250,373,386,415,502,546,561,750,751,873,917,1114,1315,1534,1841,2005,2026,2293,2586,14019
32144,1388
50263,40
37091,341,14023
12160,1035
48046,413
13082,8649
27564,1623
41344,1882
18429,1845,2391
24428,137,604,652,882,916,965,1140,1223,1321,2426,3129,3246
44123,2622
14533,51,14135
41757,265,13682
18162,243,935
30179,1891
44710,225
17138,144,305,414
46510,564
16517,2095
29328,1259
31132,65,415,574,1410,2937
43375,1400
45250,871
43449,86
50513,765
1492,10040,11798,12208,12387,13076,13105,13990,14603,15009,15508,15648,15842,16873,17795,18134,19146,20061,22527,22623,22653,23202,25487,25497,26324,38397,40295,40347,41022,43028,44248,45834,45965,47815,53124,53188,54381,55355
48554,225
50946,1031
239,78,79,239,2479,2970,10170,10470,10699,10821,11833,12223,13638,14641,15083,15668,15676,16038,16660,19596,20047,20111,20181,20255,20267,20326,20412,20426,20682,20692,20702,20707,20913,20937,20943,21197,21238,21241,21575,21607,21610,21634,21653,21707,21808,21811,21819,21987,21988,22031,22077,22081,22110,22131,22144,22216,22255,22278,22284,22301,22353,22388,22409,22423,22432,22446,22470,22735,22758,22780,22794,22929,22990,23016,23022,23176,23181,23182,23184,23196,23242,23273,23277,23279,23294,23324,23367,23561,23859,24809,25804,29603,30235,30891,31263,31279,31419,32184,37352,47444,48314,48480,48564,49233,49241,49375,49386,53176,54522,56313
635,15256,16025
12586,16,23,24,33,45,49,56,71,97,117,126,134,138,144,149,154,157,166,174,180,194,196,225,247,252,257,288,327,337,364,367,384,395,398,413,417,432,439,449,495,497,499,527,547,580,598,604,610,673,679,756,761,791,815,821,835,845,857,860,912,914,935,943,949,951,952,960,972,993,1016,1018,1045,1048,1085,1090,1098,1135,1140,1154,1157,1163,1218,1223,1231,1242,1246,1258,1294,1313,1315,1354,1366,1388,1392,1393,1440,1441,1479,1481,1516,1536,1546,1566,1589,1591,1638,1706,1723,1744,1763,1779,1861,1869,1870,1877,1887,1922,1955,1965,1981,2066,2076,2126,2180,2277,2305,2342,2369,2496,2538,2612,2762,2876,2951,2962,3017,3041,3315,3317,3322,3363,3553,4290,6568,8639,9796,9965,9991,10131,10461,10589,10716,10814,11602,11635,11698,11704,11798,11945,12098,12248,12251,12354,12414,12586,12632,12652,12838,12915,13068,13110,13146,13791,13856,13867,13965,14137,14293,14339,14542,14563,14706,16971,16986,17461,17950,18298,19446,19671,20192,21725,21932,22512,23043,23120,23424,25820,25947,26423,26549,28755,28772,28968,29143,29784,29872,29975,29995,30921,31256,31937,32815,34329,35326,37131,37744,37913,38211,38518,38637,41186,41582,41598,42962,43280,45551,46077,46681,47188,49764,50323,51928,52784,53146,53164,53253,53512,54911,56146
56261,5409
20381,1167
41900,1552
31947,990
38586,1896
23519,269
40778,415,500,534,542,628,694,806,1570,1613,2541,4573,4575,14612
48062,1480,12632
47962,2781
48899,283
13307,235
24950,1215
25104,444,3266
19901,2560
56137,1277
28860,9
3197,37701,41009,51254
29195,1704
44987,1267
47609,1364
19714,2027
57055,694
14733,13443
50755,290
21984,1996
20453,716
39633,121
31941,1266
51668,981
34539,792
18036,576,18036
48291,844
51785,6,42,55,59,82,111,163,173,179,225,262,290,364,386,492,539,594,655,677,812,867,10530,12082,18364
29731,1310,1973
45814,2342
54678,2672
44118,1403
16146,1763
47113,180
49409,979
21379,698
21506,212
44897,1632,10234
26152,13376
36740,194,1083
44181,124
